,Year,Draw,Country,Artist,Song,Language,Place,Points
1088,2011,01,Finland,Paradise Oskar,Da Da Dam,English,21,57
1089,2011,02,Bosnia and Herzegovina,Dino Merlin,Love in Rewind,English,6,125
1090,2011,03,Denmark,A Friend in London,New Tomorrow,English,5,134
1091,2011,04,Lithuania,Evelina Sašenko,C'est ma vie,English,19,63
1092,2011,05,Hungary,Kati Wolf,What About My Dreams?,"English, Hungarian",22,53
1093,2011,06,Ireland,Jedward,Lipstick,English,8,119
1094,2011,07,Sweden,Eric Saade,Popular,English,3,185
1095,2011,08,Estonia,Getter Jaani,Rockefeller Street,English,24,44
1096,2011,09,Greece,Loukas Yorkas feat. Stereo Mike,Watch My Dance,"English, Greek",7,120
1097,2011,10,Russia,Alexey Vorobyov,Get You,"English, Russian",16,77
1098,2011,11,France,Amaury Vassili,Sognu,Corsican,15,82
1099,2011,12,Italy,Raphael Gualazzi,Madness of Love,"Italian, English",2,189
1100,2011,13,Switzerland,Anna Rossinelli,In Love for a While,English,25,19
1101,2011,14,United Kingdom,Blue,I Can,English,11,100
1102,2011,15,Moldova,Zdob și Zdub,So Lucky,English,12,97
1103,2011,16,Germany,Lena,Taken by a Stranger,English,10,107
1104,2011,17,Romania,Hotel FM,Change,English,17,77
1105,2011,18,Austria,Nadine Beiler,The Secret Is Love,English,18,64
1106,2011,19,Azerbaijan,Ell and Nikki,Running Scared,English,1,221
1107,2011,20,Slovenia,Maja Keuc,No One,English,13,96
1108,2011,21,Iceland,Sjonni's Friends,Coming Home,English,20,61
1109,2011,22,Spain,Lucía Pérez,Que me quiten lo bailao,Spanish,23,50
1110,2011,23,Ukraine,Mika Newton,Angel,English,4,159
1111,2011,24,Serbia,Nina,Čaroban (Чаробан),Serbian,14,85
1112,2011,25,Georgia,Eldrine,One More Day,English,9,110
1113,2012,01,United Kingdom,Engelbert Humperdinck,Love Will Set You Free,English,25,12
1114,2012,02,Hungary,Compact Disco,Sound of Our Hearts,English,24,19
1115,2012,03,Albania,Rona Nishliu,Suus,Albanian,5,146
1116,2012,04,Lithuania,Donny Montell,Love Is Blind,English,14,70
1117,2012,05,Bosnia and Herzegovina,Maya Sar,Korake ti znam,Bosnian,18,55
1118,2012,06,Russia,Buranovskiye Babushki,Party for Everybody,"Udmurt, English",2,259
1119,2012,07,Iceland,Greta Salóme and Jónsi,Never Forget,English,20,46
1120,2012,08,Cyprus,Ivi Adamou,La La Love,English,16,65
1121,2012,09,France,Anggun,Echo (You and I),"French, English",22,21
1122,2012,10,Italy,Nina Zilli,L'amore è femmina (Out of Love),"English, Italian",9,101
1123,2012,11,Estonia,Ott Lepland,Kuula,Estonian,6,120
1124,2012,12,Norway,Tooji,Stay,English,26,7
1125,2012,13,Azerbaijan,Sabina Babayeva,When the Music Dies,English,4,150
1126,2012,14,Romania,Mandinga,Zaleilah,"Spanish, English",12,71
1127,2012,15,Denmark,Soluna Samay,Should've Known Better,English,23,21
1128,2012,16,Greece,Eleftheria Eleftheriou,Aphrodisiac,English,17,64
1129,2012,17,Sweden,Loreen,Euphoria,English,1,372
1130,2012,18,Turkey,Can Bonomo,Love Me Back,English,7,112
1131,2012,19,Spain,Pastora Soler,Quédate conmigo,Spanish,10,97
1132,2012,20,Germany,Roman Lob,Standing Still,English,8,110
1133,2012,21,Malta,Kurt Calleja,This Is the Night,English,21,41
1134,2012,22,Macedonia,Kaliopi,Crno i belo (Црно и бело),Macedonian,13,71
1135,2012,23,Ireland,Jedward,Waterline,English,19,46
1136,2012,24,Serbia,Željko Joksimović,Nije ljubav stvar (Није љубав ствар),Serbian,3,214
1137,2012,25,Ukraine,Gaitana,Be My Guest,English,15,65
1138,2012,26,Moldova,Pasha Parfeny,Lăutar,English,11,81
1139,2013,01,France,Amandine Bourgeois,L'enfer et moi,French,23,14
1140,2013,02,Lithuania,Andrius Pojavis,Something,English,22,17
1141,2013,03,Moldova,Aliona Moon,O mie,Romanian,11,71
1142,2013,04,Finland,Krista Siegfrids,Marry Me,English,24,13
1143,2013,05,Spain,ESDM,Contigo hasta el final,Spanish,25,8
1144,2013,06,Belgium,Roberto Bellarosa,Love Kills,English,12,71
1145,2013,07,Estonia,Birgit,Et uus saaks alguse,Estonian,20,19
1146,2013,08,Belarus,Alyona Lanskaya,Solayoh,English,16,48
1147,2013,09,Malta,Gianluca,Tomorrow,English,8,120
1148,2013,10,Russia,Dina Garipova,What If,English,5,174
1149,2013,11,Germany,Cascada,Glorious,English,21,18
1150,2013,12,Armenia,Dorians,Lonely Planet,English,18,41
1151,2013,13,Netherlands,Anouk,Birds,English,9,114
1152,2013,14,Romania,Cezar,It's My Life,English,13,65
1153,2013,15,United Kingdom,Bonnie Tyler,Believe in Me,English,19,23
1154,2013,16,Sweden,Robin Stjernberg,You,English,14,62
1155,2013,17,Hungary,ByeAlex,Kedvesem (Zoohacker Remix),Hungarian,10,84
1156,2013,18,Denmark,Emmelie de Forest,Only Teardrops,English,1,281
1157,2013,19,Iceland,Eythor Ingi,Ég á líf,Icelandic,17,47
1158,2013,20,Azerbaijan,Farid Mammadov,Hold Me,English,2,234
1159,2013,21,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Greek,6,152
1160,2013,22,Ukraine,Zlata Ognevich,Gravity,English,3,214
1161,2013,23,Italy,Marco Mengoni,L'essenziale,Italian,7,126
1162,2013,24,Norway,Margaret Berger,I Feed You My Love,English,4,191
1163,2013,25,Georgia,Nodi Tatishvili and Sophie Gelovani,Waterfall,English,15,50
1164,2013,26,Ireland,Ryan Dolan,Only Love Survives,English,26,5
1165,2014,01,Ukraine,Mariya Yaremchuk,Tick-Tock,English,6,113
1166,2014,02,Belarus,Teo,Cheesecake,English,16,43
1167,2014,03,Azerbaijan,Dilara Kazimova,Start a Fire,English,22,33
1168,2014,04,Iceland,Pollapönk,No Prejudice,English,15,58
1169,2014,05,Norway,Carl Espen,Silent Storm,English,8,88
1170,2014,06,Romania,Paula Seling and Ovi,Miracle,English,12,72
1171,2014,07,Armenia,Aram Mp3,Not Alone,English,4,174
1172,2014,08,Montenegro,Sergej Ćetković,Moj svijet (Мој свијет),Montenegrin,19,37
1173,2014,09,Poland,Donatan and Cleo,My Słowianie – We Are Slavic,"Polish, English",14,62
1174,2014,10,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,English,20,35
1175,2014,11,Austria,Conchita Wurst,Rise Like a Phoenix,English,1,290
1176,2014,12,Germany,Elaiza,Is It Right,English,18,39
1177,2014,13,Sweden,Sanna Nielsen,Undo,English,3,218
1178,2014,14,France,Twin Twin,Moustache,French,26,2
1179,2014,15,Russia,Tolmachevy Sisters,Shine,English,7,89
1180,2014,16,Italy,Emma,La mia città,Italian,21,33
1181,2014,17,Slovenia,Tinkara Kovač,Round and Round,"English, Slovene",25,9
1182,2014,18,Finland,Softengine,Something Better,English,11,72
1183,2014,19,Spain,Ruth Lorenzo,Dancing in the Rain,"English, Spanish",10,74
1184,2014,20,Switzerland,Sebalter,Hunter of Stars,English,13,64
1185,2014,21,Hungary,András Kállay-Saunders,Running,English,5,143
1186,2014,22,Malta,Firelight,Coming Home,English,23,32
1187,2014,23,Denmark,Basim,Cliche Love Song,English,9,74
1188,2014,24,Netherlands,The Common Linnets,Calm After the Storm,English,2,238
1189,2014,25,San Marino,Valentina Monetta,Maybe,English,24,14
1190,2014,26,United Kingdom,Molly,Children of the Universe,English,17,40
1191,2015,01,Slovenia,Maraaya,Here for You,English,14,39
1192,2015,02,France,Lisa Angell,N'oubliez pas,French,25,4
1193,2015,03,Israel,Nadav Guedj,Golden Boy,English,9,97
1194,2015,04,Estonia,Elina Born and Stig Rästa,Goodbye to Yesterday,English,7,106
1195,2015,05,United Kingdom,Electro Velvet,Still in Love with You,English,24,5
1196,2015,06,Armenia,Genealogy,Face the Shadow,English,16,34
1197,2015,07,Lithuania,Monika Linkytė and Vaidas Baumila,This Time,English,18,30
1198,2015,08,Serbia,Bojana Stamenov,Beauty Never Lies,English,10,53
1199,2015,09,Norway,Mørland and Debrah Scarlett,A Monster Like Me,English,8,102
1200,2015,10,Sweden,Måns Zelmerlöw,Heroes,English,1,365
1201,2015,11,Cyprus,John Karayiannis,One Thing I Should Have Done,English,22,11
1202,2015,12,Australia,Guy Sebastian,Tonight Again,English,5,196
1203,2015,13,Belgium,Loïc Nottet,Rhythm Inside,English,4,217
1204,2015,14,Austria,The Makemakes,I Am Yours,English,26,0
1205,2015,15,Greece,Maria Elena Kyriakou,One Last Breath,English,19,23
1206,2015,16,Montenegro,Knez,Adio (Адио),Montenegrin,13,44
1207,2015,17,Germany,Ann Sophie,Black Smoke,English,27,0
1208,2015,18,Poland,Monika Kuszyńska,In the Name of Love,English,23,10
1209,2015,19,Latvia,Aminata,Love Injected,English,6,186
1210,2015,20,Romania,Voltaj,De la capăt,"Romanian, English",15,35
1211,2015,21,Spain,Edurne,Amanecer,Spanish,21,15
1212,2015,22,Hungary,Boggie,Wars for Nothing,English,20,19
1213,2015,23,Georgia,Nina Sublatti,Warrior,English,11,51
1214,2015,24,Azerbaijan,Elnur Hüseynov,Hour of the Wolf,English,12,49
1215,2015,25,Russia,Polina Gagarina,A Million Voices,English,2,303
1216,2015,26,Albania,Elhaida Dani,I'm Alive,English,17,34
1217,2015,27,Italy,Il Volo,Grande amore,Italian,3,292
1218,2016,01,Belgium,Laura Tesoro,What's the Pressure,English,10,181
1219,2016,02,Czech Republic,Gabriela Gunčíková,I Stand,English,25,41
1220,2016,03,Netherlands,Douwe Bob,Slow Down,English,11,153
1221,2016,04,Azerbaijan,Samra,Miracle,English,17,117
1222,2016,05,Hungary,Freddie,Pioneer,English,19,108
1223,2016,06,Italy,Francesca Michielin,No Degree of Separation,"Italian, English",16,124
1224,2016,07,Israel,Hovi Star,Made of Stars,English,14,135
1225,2016,08,Bulgaria,Poli Genova,If Love Was a Crime,"English, Bulgarian",4,307
1226,2016,09,Sweden,Frans,If I Were Sorry,English,5,261
1227,2016,10,Germany,Jamie-Lee,Ghost,English,26,11
1228,2016,11,France,Amir,J'ai cherché,"French, English",6,257
1229,2016,12,Poland,Michał Szpak,Color of Your Life,English,8,229
1230,2016,13,Australia,Dami Im,Sound of Silence,English,2,511
1231,2016,14,Cyprus,Minus One,Alter Ego,English,21,96
1232,2016,15,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),English,18,115
1233,2016,16,Lithuania,Donny Montell,I've Been Waiting for This Night,English,9,200
1234,2016,17,Croatia,Nina Kraljić,Lighthouse,English,23,73
1235,2016,18,Russia,Sergey Lazarev,You Are the Only One,English,3,491
1236,2016,19,Spain,Barei,Say Yay!,English,22,77
1237,2016,20,Latvia,Justs,Heartbeat,English,15,132
1238,2016,21,Ukraine,Jamala,1944,"English, Crimean Tatar",1,534
1239,2016,22,Malta,Ira Losco,Walk on Water,English,12,153
1240,2016,23,Georgia,Nika Kocharov and Young Georgian Lolitaz,Midnight Gold,English,20,104
1241,2016,24,Austria,Zoë,Loin d'ici,French,13,151
1242,2016,25,United Kingdom,Joe and Jake,You're Not Alone,English,24,62
1243,2016,26,Armenia,Iveta Mukuchyan,LoveWave,English,7,249
1244,2017,01,Israel,Imri,I Feel Alive,English,23,39
1245,2017,02,Poland,Kasia Moś,Flashlight,English,22,64
1246,2017,03,Belarus,Naviband,Story of My Life,Belarusian,17,83
1247,2017,04,Austria,Nathan Trent,Running on Air,English,16,93
1248,2017,05,Armenia,Artsvik,Fly with Me,English,18,79
1249,2017,06,Netherlands,O'G3NE,Lights and Shadows,English,11,150
1250,2017,07,Moldova,SunStroke Project,Hey Mamma,English,3,374
1251,2017,08,Hungary,Joci Pápai,Origo,Hungarian,8,200
1252,2017,09,Italy,Francesco Gabbani,Occidentali's Karma,Italian,6,334
1253,2017,10,Denmark,Anja,Where I Am,English,20,77
1254,2017,11,Portugal,Salvador Sobral,Amar pelos dois,Portuguese,1,758
1255,2017,12,Azerbaijan,Dihaj,Skeletons,English,14,120
1256,2017,13,Croatia,Jacques Houdek,My Friend,"English, Italian",13,128
1257,2017,14,Australia,Isaiah,Don't Come Easy,English,9,173
1258,2017,15,Greece,Demy,This Is Love,English,19,77
1259,2017,16,Spain,Manel Navarro,Do It for Your Lover,"Spanish, English",26,5
1260,2017,17,Norway,Jowst,Grab the Moment,English,10,158
1261,2017,18,United Kingdom,Lucie Jones,Never Give Up on You,English,15,111
1262,2017,19,Cyprus,Hovig,Gravity,English,21,68
1263,2017,20,Romania,Ilinca feat. Alex Florea,Yodel It!,English,7,282
1264,2017,21,Germany,Levina,Perfect Life,English,25,6
1265,2017,22,Ukraine,O.Torvald,Time,English,24,36
1266,2017,23,Belgium,Blanche,City Lights,English,4,363
1267,2017,24,Sweden,Robin Bengtsson,I Can't Go On,English,5,344
1268,2017,25,Bulgaria,Kristian Kostov,Beautiful Mess,English,2,615
1269,2017,26,France,Alma,Requiem,"French, English",12,135
1270,2018,01,Ukraine,Mélovin,Under the Ladder,English,17,130
1271,2018,02,Spain,Amaia and Alfred,Tu canción,Spanish,23,61
1272,2018,03,Slovenia,Lea Sirk,"Hvala, ne!",Slovene,22,64
1273,2018,04,Lithuania,Ieva Zasimauskaitė,When We're Old,English,12,181
1274,2018,05,Austria,Cesár Sampson,Nobody but You,English,3,342
1275,2018,06,Estonia,Elina Nechayeva,La forza,Italian,8,245
1276,2018,07,Norway,Alexander Rybak,That's How You Write a Song,English,15,144
1277,2018,08,Portugal,Cláudia Pascoal,O jardim,Portuguese,26,39
1278,2018,09,United Kingdom,SuRie,Storm,English,24,48
1279,2018,10,Serbia,Sanja Ilić and Balkanika,Nova deca (Нова деца),Serbian,19,113
1280,2018,11,Germany,Michael Schulte,You Let Me Walk Alone,English,4,340
1281,2018,12,Albania,Eugent Bushpepa,Mall,Albanian,11,184
1282,2018,13,France,Madame Monsieur,Mercy,French,13,173
1283,2018,14,Czech Republic,Mikolas Josef,Lie to Me,English,6,281
1284,2018,15,Denmark,Rasmussen,Higher Ground,English,9,226
1285,2018,16,Australia,Jessica Mauboy,We Got Love,English,20,99
1286,2018,17,Finland,Saara Aalto,Monsters,English,25,46
1287,2018,18,Bulgaria,Equinox,Bones,English,14,166
1288,2018,19,Moldova,DoReDoS,My Lucky Day,English,10,209
1289,2018,20,Sweden,Benjamin Ingrosso,Dance You Off,English,7,274
1290,2018,21,Hungary,AWS,Viszlát nyár,Hungarian,21,93
1291,2018,22,Israel,Netta,Toy,English,1,529
1292,2018,23,Netherlands,Waylon,Outlaw in 'Em,English,18,121
1293,2018,24,Ireland,Ryan O'Shaughnessy,Together,English,16,136
1294,2018,25,Cyprus,Eleni Foureira,Fuego,English,2,436
1295,2018,26,Italy,Ermal Meta and Fabrizio Moro,Non mi avete fatto niente,Italian,5,308
1296,2019,01,Malta,Michela,Chameleon,English,14,107
1297,2019,02,Albania,Jonida Maliqi,Ktheju tokës,Albanian,17,90
1298,2019,03,Czech Republic,Lake Malawi,Friend of a Friend,English,11,157
1299,2019,04,Germany,Sisters,Sister,English,25,24
1300,2019,05,Russia,Sergey Lazarev,Scream,English,3,370
1301,2019,06,Denmark,Leonora,Love Is Forever,"English, French",12,120
1302,2019,07,San Marino,Serhat,Say Na Na Na,English,19,77
1303,2019,08,North Macedonia,Tamara Todevska,Proud,English,7,305
1304,2019,09,Sweden,John Lundvik,Too Late for Love,English,5,334
1305,2019,10,Slovenia,Zala Kralj and Gašper Šantl,Sebi,Slovene,15,105
1306,2019,11,Cyprus,Tamta,Replay,English,13,109
1307,2019,12,Netherlands,Duncan Laurence,Arcade,English,1,498
1308,2019,13,Greece,Katerine Duska,Better Love,English,21,74
1309,2019,14,Israel,Kobi Marimi,Home,English,23,35
1310,2019,15,Norway,Keiino,Spirit in the Sky,English,6,331
1311,2019,16,United Kingdom,Michael Rice,Bigger than Us,English,26,11
1312,2019,17,Iceland,Hatari,Hatrið mun sigra,Icelandic,10,232
1313,2019,18,Estonia,Victor Crone,Storm,English,20,76
1314,2019,19,Belarus,Zena,Like It,English,24,31
1315,2019,20,Azerbaijan,Chingiz,Truth,English,8,302
1316,2019,21,France,Bilal Hassani,Roi,"French, English",16,105
1317,2019,22,Italy,Mahmood,Soldi,Italian,2,472
1318,2019,23,Serbia,Nevena Božović,Kruna (Круна),Serbian,18,89
1319,2019,24,Switzerland,Luca Hänni,She Got Me,English,4,364
1320,2019,25,Australia,Kate Miller-Heidke,Zero Gravity,English,9,284
1321,2019,26,Spain,Miki,La venda,Spanish,22,54
1322,2021,01,Cyprus,Elena Tsagrinou,El Diablo,English,16,94
1323,2021,02,Albania,Anxhela Peristeri,Karma,Albanian,21,57
1324,2021,03,Israel,Eden Alene,Set Me Free,English,17,93
1325,2021,04,Belgium,Hooverphonic,The Wrong Place,English,19,74
1326,2021,05,Russia,Manizha,Russian Woman,"Russian, English",9,204
1327,2021,06,Malta,Destiny,Je me casse,English,7,255
1328,2021,07,Portugal,The Black Mamba,Love Is on My Side,English,12,153
1329,2021,08,Serbia,Hurricane,Loco Loco,Serbian,15,102
1330,2021,09,United Kingdom,James Newman,Embers,English,26,0
1331,2021,10,Greece,Stefania,Last Dance,English,10,170
1332,2021,11,Switzerland,Gjon's Tears,Tout l'univers,French,3,432
1333,2021,12,Iceland,Daði og Gagnamagnið,10 Years,English,4,378
1334,2021,13,Spain,Blas Cantó,Voy a quedarme,Spanish,24,6
1335,2021,14,Moldova,Natalia Gordienko,Sugar,English,13,115
1336,2021,15,Germany,Jendrik,I Don't Feel Hate,English,25,3
1337,2021,16,Finland,Blind Channel,Dark Side,English,6,301
1338,2021,17,Bulgaria,Victoria,Growing Up Is Getting Old,English,11,170
1339,2021,18,Lithuania,The Roop,Discoteque,English,8,220
1340,2021,19,Ukraine,Go_A,Shum (Шум),Ukrainian,5,364
1341,2021,20,France,Barbara Pravi,Voilà,French,2,499
1342,2021,21,Azerbaijan,Efendi,Mata Hari,English,20,65
1343,2021,22,Norway,Tix,Fallen Angel,English,18,75
1344,2021,23,Netherlands,Jeangu Macrooy,Birth of a New Age,"English, Sranan Tongo",23,11
1345,2021,24,Italy,Måneskin,Zitti e buoni,Italian,1,524
1346,2021,25,Sweden,Tusse,Voices,English,14,109
1347,2021,26,San Marino,Senhit,Adrenalina,English,22,50
1348,2022,01,Czech Republic,We Are Domi,Lights Off,English,22,38
1349,2022,02,Romania,WRS,Llámame,"English, Spanish",18,65
1350,2022,03,Portugal,Maro,"Saudade, saudade","English, Portuguese",9,207
1351,2022,04,Finland,The Rasmus,Jezebel,English,21,38
1352,2022,05,Switzerland,Marius Bear,Boys Do Cry,English,17,78
1353,2022,06,France,Alvan and Ahez,Fulenn,Breton,24,17
1354,2022,07,Norway,Subwoolfer,Give That Wolf a Banana,English,10,182
1355,2022,08,Armenia,Rosa Linn,Snap,English,20,61
1356,2022,09,Italy,Mahmood and Blanco,Brividi,Italian,6,268
1357,2022,10,Spain,Chanel,SloMo,"Spanish, English",3,459
1358,2022,11,Netherlands,S10,De diepte,Dutch,11,171
1359,2022,12,Ukraine,Kalush Orchestra,Stefania (Стефанія),Ukrainian,1,631
1360,2022,13,Germany,Malik Harris,Rockstars,English,25,6
1361,2022,14,Lithuania,Monika Liu,Sentimentai,Lithuanian,14,128
1362,2022,15,Azerbaijan,Nadir Rustamli,Fade to Black,English,16,106
1363,2022,16,Belgium,Jérémie Makiese,Miss You,English,19,64
1364,2022,17,Greece,Amanda Georgiadi Tenfjord,Die Together,English,8,215
1365,2022,18,Iceland,Systur,Með hækkandi sól,Icelandic,23,20
1366,2022,19,Moldova,Zdob și Zdub and Advahov Brothers,Trenulețul,"Romanian, English",7,253
1367,2022,20,Sweden,Cornelia Jakobs,Hold Me Closer,English,4,438
1368,2022,21,Australia,Sheldon Riley,Not the Same,English,15,125
1369,2022,22,United Kingdom,Sam Ryder,Space Man,English,2,466
1370,2022,23,Poland,Ochman,River,English,12,151
1371,2022,24,Serbia,Konstrakta,In corpore sano,"Serbian, Latin",5,312
1372,2022,25,Estonia,Stefan,Hope,English,13,141
