,Year,Order,Country,Artist,Song,Language,Place,Points,SF,SF_Order,SF_Place,SF_Points
1389,2005,,Belarus,Angelica Agurbash,Love Me Tonight,English,,,SF,8,13,67
1390,2005,,Netherlands,Glennis Grace,My Impossible Dream,English,,,SF,9,14,53
1391,2005,,Iceland,Selma,If I Had Your Love,English,,,SF,10,16,52
1392,2005,,Belgium,Nuno Resende,Le grand soir,French,,,SF,11,22,29
1393,2005,,Estonia,Suntribe,Let's Get Loud,English,,,SF,12,20,31
1394,2005,,Finland,Geir Rönning,Why,English,,,SF,16,18,50
1395,2005,,Andorra,Marian van de Wal,La mirada interior,Catalan,,,SF,18,23,27
1396,2005,,Bulgaria,Kaffe,Lorraine,English,,,SF,21,19,49
1397,2005,,Ireland,Donna and Joe,Love?,English,,,SF,22,14,53
1398,2005,,Slovenia,Omar Naber,Stop,Slovene,,,SF,23,12,69
1399,2005,,Poland,Ivan and Delfin,Czarna dziewczyna,"Polish, Russian",,,SF,25,11,81
965,2006,1,Switzerland,six4one,If We All Give a Little,English,16,30,,,,
966,2006,2,Moldova,Arsenium feat. Natalia Gordienko and Connect-R,Loca,English,20,22,,,,
967,2006,3,Israel,Eddie Butler,Together We Are One,"Hebrew, English",23,4,,,,
968,2006,4,Latvia,Vocal Group Cosmos,I Hear Your Heart,English,16,30,,,,
969,2006,5,Norway,Christine Guldbrandsen,Alvedansen,Norwegian,14,36,,,,
970,2006,6,Spain,Las Ketchup,Bloody Mary,Spanish,21,18,,,,
971,2006,7,Malta,Fabrizio Faniello,I Do,English,24,1,,,,
972,2006,8,Germany,Texas Lightning,No No Never,English,14,36,,,,
973,2006,9,Denmark,Sidsel Ben Semmane,Twist of Love,English,18,26,,,,
974,2006,10,Russia,Dima Bilan,Never Let You Go,English,2,248,SF,13,3,217
975,2006,11,Macedonia,Elena Risteska,Ninanajna (Нинанајна),"English, Macedonian",12,56,SF,11,10,76
976,2006,12,Romania,Mihai Trăistariu,Tornerò,"English, Italian",4,172,,,,
977,2006,13,Bosnia and Herzegovina,Hari Mata Hari,Lejla,Bosnian,3,229,SF,22,2,267
978,2006,14,Lithuania,LT United,We Are the Winners,English,6,162,SF,18,5,163
979,2006,15,United Kingdom,Daz Sampson,Teenage Life,English,19,25,,,,
980,2006,16,Greece,Anna Vissi,Everything,English,9,128,,,,
981,2006,17,Finland,Lordi,Hard Rock Hallelujah,English,1,292,SF,16,1,292
982,2006,18,Ukraine,Tina Karol,Show Me Your Love,English,7,145,SF,15,7,146
983,2006,19,France,Virginie Pouchain,Il était temps,French,22,5,,,,
984,2006,20,Croatia,Severina,Moja štikla,Croatian,12,56,,,,
985,2006,21,Ireland,Brian Kennedy,Every Song Is a Cry for Love,English,10,93,SF,8,9,79
986,2006,22,Sweden,Carola,Invincible,English,5,170,SF,20,4,214
0,2006,23,Turkey,Sibel Tüzün,Süper Star,"Turkish, English",11,91,SF,14,8,91
988,2006,24,Armenia,André,Without Your Love,English,8,129,SF,1,6,150
1400,2006,,Bulgaria,Mariana Popova,Let Me Cry,English,,,SF,2,17,36
1401,2006,,Slovenia,Anžej Dežan,Mr Nobody,English,,,SF,3,16,49
1402,2006,,Andorra,Jenny,Sense tu,Catalan,,,SF,4,23,8
1403,2006,,Belarus,Polina Smolova,Mum,English,,,SF,5,22,10
1404,2006,,Albania,Luiz Ejlli,Zjarr e ftohtë,Albanian,,,SF,6,14,58
1405,2006,,Belgium,Kate Ryan,Je t'adore,English,,,SF,7,12,69
1406,2006,,Cyprus,Annet Artani,Why Angels Cry,English,,,SF,9,15,57
1407,2006,,Monaco,Séverine Ferrer,La Coco-Dance,"French, Tahitian",,,SF,10,21,14
1408,2006,,Poland,Ich Troje,Follow My Heart,"English, Polish, German, Russian",,,SF,12,11,70
1410,2006,,Netherlands,Treble,Amambanda,"English, Imaginary",,,SF,17,20,22
1411,2006,,Portugal,Nonstop,Coisas de nada,"Portuguese, English",,,SF,19,19,26
1412,2006,,Estonia,Sandra,Through My Window,English,,,SF,21,18,28
1413,2006,,Iceland,Silvía Night,Congratulations,English,,,SF,23,13,62
989,2007,1,Bosnia and Herzegovina,Marija Šestić,Rijeka bez imena (Ријека без имена),Serbian,11,106,,,,
990,2007,2,Spain,D'Nash,I Love You Mi Vida,Spanish,20,43,,,,
991,2007,3,Belarus,Koldun,Work Your Magic,English,6,145,SF,4,4,176
992,2007,4,Ireland,Dervish,They Can't Stop the Spring,English,24,5,,,,
993,2007,5,Finland,Hanna Pakarinen,Leave Me Alone,English,17,53,,,,
994,2007,6,Macedonia,Karolina,Mojot svet (Мојот свет),"Macedonian, English",14,73,SF,18,9,97
995,2007,7,Slovenia,Alenka Gotar,Cvet z juga,Slovene,15,66,SF,25,7,140
996,2007,8,Hungary,Magdi Rúzsa,Unsubstantial Blues,English,9,128,SF,22,2,224
997,2007,9,Lithuania,4Fun,Love or Leave,English,21,28,,,,
998,2007,10,Greece,Sarbel,Yassou Maria (Γεια σου Μαρία),English,7,139,,,,
999,2007,11,Georgia,Sopho,Visionary Dream,English,12,97,SF,6,8,123
1000,2007,12,Sweden,The Ark,The Worrying Kind,English,18,51,,,,
1001,2007,13,France,Les Fatals Picards,L'amour à la française,"French, English (""Franglais"")",22,19,,,,
1002,2007,14,Latvia,Bonaparti.lv,Questa notte,Italian,16,54,SF,28,5,168
1003,2007,15,Russia,Serebro,Song #1,English,3,207,,,,
1004,2007,16,Germany,Roger Cicero,Frauen regier'n die Welt,"German, English",19,49,,,,
1005,2007,17,Serbia,Marija Šerifović,Molitva (Молитва),Serbian,1,268,SF,15,1,298
1006,2007,18,Ukraine,Verka Serduchka,Dancing Lasha Tumbai,"German, English, Surzhyk",2,235,,,,
1007,2007,19,United Kingdom,Scooch,Flying the Flag (For You),English,22,19,,,,
1008,2007,20,Romania,Todomondo,"Liubi, Liubi, I Love You (Люби, Люби, I Love You)","English, Italian, Spanish, Russian, French, Romanian",13,84,,,,
1009,2007,21,Bulgaria,Elitsa Todorova and Stoyan Yankoulov,Water,Bulgarian,5,157,SF,1,6,146
1010,2007,22,Turkey,Kenan Doğulu,Shake It Up Şekerim,English,4,163,SF,26,3,197
1011,2007,23,Armenia,Hayko,Anytime You Need,"English, Armenian",8,138,,,,
1012,2007,24,Moldova,Natalia Barbu,Fight,English,10,109,SF,9,10,91
1414,2007,,Israel,Teapacks,Push the Button,"English, French, Hebrew",,,SF,2,24,17
1415,2007,,Cyprus,Evridiki,"Comme ci, comme ça",French,,,SF,3,15,65
1416,2007,,Iceland,Eiríkur Hauksson,Valentine Lost,English,,,SF,5,13,77
1417,2007,,Montenegro,Stevan Faddy,"'Ajde, kroči ('Ајде, крочи)",Montenegrin,,,SF,7,22,33
1418,2007,,Switzerland,DJ BoBo,Vampires Are Alive,English,,,SF,8,20,40
1419,2007,,Netherlands,Edsilia Rombley,On Top of the World,English,,,SF,10,21,38
1420,2007,,Albania,Frederik Ndoci,Hear My Plea,"English, Albanian",,,SF,11,17,49
1421,2007,,Denmark,DQ,Drama Queen,English,,,SF,12,19,45
1422,2007,,Croatia,Dragonfly feat. Dado Topić,Vjerujem u ljubav,"Croatian, English",,,SF,13,16,54
1423,2007,,Poland,The Jet Set,Time to Party,English,,,SF,14,14,75
1424,2007,,Czech Republic,Kabát,Malá dáma,Czech,,,SF,16,28,1
1425,2007,,Portugal,Sabrina,Dança comigo,"Portuguese, English",,,SF,17,11,88
1426,2007,,Norway,Guri Schanke,Ven a bailar conmigo,English,,,SF,19,18,48
1427,2007,,Malta,Olivia Lewis,Vertigo,English,,,SF,20,25,15
1428,2007,,Andorra,Anonymous,Salvem el món,"Catalan, English",,,SF,21,12,80
1429,2007,,Estonia,Gerli Padar,Partners in Crime,English,,,SF,23,22,33
1430,2007,,Belgium,The KMG's,LovePower,English,,,SF,24,26,14
1431,2007,,Austria,Eric Papilaya,Get a Life – Get Alive,English,,,SF,27,27,4
1013,2008,1,Romania,Nico and Vlad,Pe-o margine de lume,"Romanian, Italian",20,45,1,17,7,94
1014,2008,2,United Kingdom,Andy Abraham,Even If,English,25,14,,,,
1015,2008,3,Albania,Olta Boka,Zemrën e lamë peng,Albanian,17,55,2,6,9,67
1016,2008,4,Germany,No Angels,Disappear,English,23,14,,,,
1017,2008,5,Armenia,Sirusho,"Qélé, Qélé (Քելե Քելե)","English, Armenian",4,199,1,14,2,139
1018,2008,6,Bosnia and Herzegovina,Laka,Pokušaj,Bosnian,10,110,1,13,9,72
1019,2008,7,Israel,Boaz,The Fire in Your Eyes,Hebrew,9,124,1,2,5,104
1020,2008,8,Finland,Teräsbetoni,Missä miehet ratsastaa,Finnish,22,35,1,16,8,79
1021,2008,9,Croatia,Kraljevi ulice and 75 Cents,Romanca,Croatian,21,44,2,11,4,112
1022,2008,10,Poland,Isis Gee,For Life,English,24,14,1,10,10,42
1023,2008,11,Iceland,Euroband,This Is My Life,English,14,64,2,1,8,68
1024,2008,12,Turkey,Mor ve Ötesi,Deli,Turkish,7,138,2,3,7,85
1025,2008,13,Portugal,Vânia Fernandes,Senhora do mar (Negras águas),Portuguese,13,69,2,19,2,120
1026,2008,14,Latvia,Pirates of the Sea,Wolves of the Sea,English,12,83,2,10,6,86
1027,2008,15,Sweden,Charlotte Perrelli,Hero,English,18,47,2,2,12,54
1028,2008,16,Denmark,Simon Mathew,All Night Long,English,15,60,2,13,3,112
1029,2008,17,Georgia,Diana Gurtskaya,Peace Will Come,English,11,83,2,14,5,107
1030,2008,18,Ukraine,Ani Lorak,Shady Lady,English,2,230,2,4,1,152
1031,2008,19,France,Sébastien Tellier,Divine,English,19,47,,,,
1032,2008,20,Azerbaijan,Elnur and Samir,Day After Day,English,8,132,1,7,6,96
1033,2008,21,Greece,Kalomira,Secret Combination,English,3,218,1,19,1,156
1034,2008,22,Spain,Rodolfo Chikilicuatre,Baila el Chiki Chiki,"Spanish, English",16,55,,,,
1035,2008,23,Serbia,Jelena Tomašević feat. Bora Dugić,Oro (Оро),Serbian,6,160,,,,
1036,2008,24,Russia,Dima Bilan,Believe,English,1,272,1,18,3,135
1037,2008,25,Norway,Maria,Hold On Be Strong,English,5,182,1,9,4,106
1432,2008,,Montenegro,Stefan Filipović,Zauvijek volim te (Заувијек волим те),Montenegrin,,,1,1,14,23
1433,2008,,Estonia,Kreisiraadio,Leto svet,"Serbian, German, Finnish",,,1,3,18,8
1434,2008,,Moldova,Geta Burlacu,A Century of Love,English,,,1,4,12,36
1435,2008,,San Marino,Miodio,Complice,Italian,,,1,5,19,5
1436,2008,,Belgium,Ishtar,O Julissi,Imaginary,,,1,6,17,16
1437,2008,,Slovenia,Rebeka Dremelj,Vrag naj vzame,Slovene,,,1,8,11,36
1438,2008,,Ireland,Dustin the Turkey,Irelande Douze Pointe,English,,,1,11,15,22
1439,2008,,Andorra,Gisela,Casanova,English,,,1,12,16,22
1440,2008,,Netherlands,Hind,Your Heart Belongs to Me,English,,,1,15,13,27
1441,2008,,Lithuania,Jeronimas Milius,Nomads in the Night,English,,,2,5,16,30
1442,2008,,Switzerland,Paolo Meneguzzi,Era stupendo,Italian,,,2,7,13,47
1443,2008,,Czech Republic,Tereza Kerndlová,Have Some Fun,English,,,2,8,18,9
1444,2008,,Belarus,Ruslan Alehno,Hasta la vista,English,,,2,9,17,27
1445,2008,,Bulgaria,Deep Zone and Balthazar,"DJ, Take Me Away",English,,,2,12,11,56
1446,2008,,Hungary,Csézy,Candlelight,"English, Hungarian",,,2,15,19,6
1447,2008,,Malta,Morena,Vodka,English,,,2,16,14,38
1448,2008,,Cyprus,Evdokia Kadi,Femme Fatale,Greek,,,2,17,15,36
1449,2008,,Macedonia,"Tamara, Vrčak and Adrijan",Let Me Love You,English,,,2,18,10,64
1038,2009,1,Lithuania,Sasha Son,Love,"English, Russian",23,23,2,14,9,66
1039,2009,2,Israel,Noa and Mira Awad,There Must Be Another Way,"English, Hebrew, Arabic",16,53,1,10,7,75
1040,2009,3,France,Patricia Kaas,Et s'il fallait le faire,French,8,107,,,,
1,2009,4,Sweden,Malena Ernman,La voix,"English, French",21,33,1,5,4,105
1042,2009,5,Croatia,Igor Cukrov feat. Andrea,Lijepa Tena,Croatian,18,45,2,1,13,33
1043,2009,6,Portugal,Flor-de-Lis,Todas as ruas do amor,Portuguese,15,57,1,16,8,70
1044,2009,7,Iceland,Yohanna,Is It True?,English,2,218,1,12,1,174
1045,2009,8,Greece,Sakis Rouvas,This Is Our Night,English,7,120,2,13,4,110
1046,2009,9,Armenia,Inga and Anush,Jan Jan (Ջան Ջան),"English, Armenian",10,92,1,6,5,99
1047,2009,10,Russia,Anastasia Prikhodko,Mamo (Мамо),"Russian, Ukrainian",11,91,,,,
1048,2009,11,Azerbaijan,AySel and Arash,Always,English,3,207,2,12,2,180
1049,2009,12,Bosnia and Herzegovina,Regina,Bistra voda,Bosnian,9,106,1,18,3,125
1050,2009,13,Moldova,Nelly Ciobanu,Hora din Moldova,"Romanian, English",14,69,2,15,5,106
1051,2009,14,Malta,Chiara,What If We,English,22,31,1,17,6,86
1052,2009,15,Estonia,Urban Symphony,Rändajad,Estonian,6,129,2,18,3,115
1053,2009,16,Denmark,Brinck,Believe Again,English,13,74,2,9,8,69
1054,2009,17,Germany,Alex Swings Oscar Sings!,Miss Kiss Kiss Bang,English,20,35,,,,
2,2009,18,Turkey,Hadise,Düm Tek Tek,"English, Turkish",4,177,1,9,2,172
1056,2009,19,Albania,Kejsi Tola,Carry Me in Your Dreams,English,17,48,2,16,7,73
1057,2009,20,Norway,Alexander Rybak,Fairytale,English,1,387,2,6,1,201
1058,2009,21,Ukraine,Svetlana Loboda,Be My Valentine! (Anti-Crisis Girl),English,12,76,2,17,6,80
1059,2009,22,Romania,Elena,The Balkan Girls,English,19,40,1,14,9,67
1060,2009,23,United Kingdom,Jade Ewen,It's My Time,English,5,173,,,,
1061,2009,24,Finland,Waldo's People,Lose Control,English,25,22,1,15,12,42
1062,2009,25,Spain,Soraya Arnelas,La noche es para mí,"Spanish, English",24,23,,,,
1450,2009,,Montenegro,Andrea Demirović,Just Get Out of My Life,English,,,1,1,11,44
1451,2009,,Czech Republic,Gipsy.cz,Aven Romale,"English, Romani",,,1,2,18,0
1452,2009,,Belgium,Copycat,Copycat,English,,,1,3,17,1
1453,2009,,Belarus,Petr Elfimov,Eyes That Never Lie,English,,,1,4,13,25
1455,2009,,Andorra,Susanne Georgi,La teva decisió (Get a Life),"Catalan, English",,,1,7,15,8
1456,2009,,Switzerland,Lovebugs,The Highest Heights,English,,,1,8,14,15
1458,2009,,Bulgaria,Krassimir Avramov,Illusion,English,,,1,11,16,7
1459,2009,,Macedonia,Next Time,Nešto što kje ostane (Нешто што ќе остане),Macedonian,,,1,13,10,45
1460,2009,,Ireland,Sinéad Mulvey and Black Daisy,Et Cetera,English,,,2,2,11,52
1461,2009,,Latvia,Intars Busulis,Probka (Пробка),Russian,,,2,3,19,7
1462,2009,,Serbia,Marko Kon and Milaan,Cipela (Ципела),Serbian,,,2,4,10,60
1463,2009,,Poland,Lidia Kopania,I Don't Wanna Leave,English,,,2,5,12,43
1464,2009,,Cyprus,Christina Metaxa,Firefly,English,,,2,7,14,32
1465,2009,,Slovakia,Kamil Mikulčík and Nela Pocisková,Leť tmou,Slovak,,,2,8,18,8
1466,2009,,Slovenia,Quartissimo feat. Martina,Love Symphony,"English, Slovene",,,2,10,16,14
1467,2009,,Hungary,Zoli Ádok,Dance with Me,English,,,2,11,15,16
1468,2009,,Netherlands,The Toppers,Shine,English,,,2,19,17,11
1063,2010,1,Azerbaijan,Safura,Drip Drop,English,5,145,2,7,2,113
1064,2010,2,Spain,Daniel Diges,Algo pequeñito,Spanish,15,68,,,,
1065,2010,3,Norway,Didrik Solli-Tangen,My Heart Is Yours,English,20,35,,,,
1066,2010,4,Moldova,SunStroke Project and Olia Tira,Run Away,English,22,27,1,1,10,52
1067,2010,5,Cyprus,Jon Lilygreen and the Islanders,Life Looks Better in Spring,English,21,27,2,14,10,67
1068,2010,6,Bosnia and Herzegovina,Vukašin Brajić,Thunder and Lightning,English,17,51,1,8,8,59
1069,2010,7,Belgium,Tom Dice,Me and My Guitar,English,6,143,1,10,1,167
1070,2010,8,Serbia,Milan Stanković,Ovo je Balkan (Oво je Балкан),Serbian,13,72,1,7,5,79
1071,2010,9,Belarus,3+2 feat. Robert Wells,Butterflies,English,24,18,1,16,9,59
1072,2010,10,Ireland,Niamh Kavanagh,It's for You,English,23,25,2,12,9,67
1073,2010,11,Greece,Giorgos Alkaios and Friends,Opa (Ώπα),Greek,8,140,1,13,2,133
1074,2010,12,United Kingdom,Josh Dubovie,That Sounds Good to Me,English,25,10,,,,
1075,2010,13,Georgia,Sofia Nizharadze,Shine,English,9,136,2,16,3,106
1076,2010,14,Turkey,Manga,We Could Be the Same,English,2,170,2,17,1,118
1077,2010,15,Albania,Juliana Pasha,It's All About You,English,16,62,1,12,6,76
1078,2010,16,Iceland,Hera Björk,Je ne sais quoi,English,19,41,1,17,3,123
1079,2010,17,Ukraine,Alyosha,Sweet People,English,10,108,2,8,7,77
1080,2010,18,France,Jessy Matador,Allez Ola Olé,French,12,82,,,,
1081,2010,19,Romania,Paula Seling and Ovi,Playing with Fire,English,3,162,,,,
1082,2010,20,Russia,Peter Nalitch and Friends,Lost and Forgotten,English,11,90,1,2,7,74
1083,2010,21,Armenia,Eva Rivas,Apricot Stone,English,7,141,2,2,6,83
1084,2010,22,Germany,Lena,Satellite,English,1,246,,,,
1085,2010,23,Portugal,Filipa Azevedo,Há dias assim,Portuguese,18,43,1,14,4,89
1086,2010,24,Israel,Harel Skaat,Milim (מילים),Hebrew,14,71,2,3,8,71
1087,2010,25,Denmark,Chanée and N'evergreen,In a Moment like This,English,4,149,2,4,5,101
1469,2010,,Estonia,Malcolm Lincoln,Siren,English,,,1,3,14,39
1470,2010,,Slovakia,Kristína,Horehronie,Slovak,,,1,4,16,24
1471,2010,,Finland,Kuunkuiskaajat,Työlki ellää,Finnish,,,1,5,11,49
1472,2010,,Latvia,Aisha,What For?,English,,,1,6,17,11
1473,2010,,Poland,Marcin Mroziński,Legenda,"English, Polish",,,1,9,13,44
1474,2010,,Malta,Thea Garrett,My Dream,English,,,1,11,12,45
1475,2010,,Macedonia,Gjoko Taneski,Jas ja imam silata (Јас ја имам силата),Macedonian,,,1,15,15,37
1476,2010,,Lithuania,InCulto,Eastern European Funk,English,,,2,1,12,44
1477,2010,,Switzerland,Michael von der Heide,Il pleut de l'or,French,,,2,5,17,2
1478,2010,,Sweden,Anna Bergendahl,This Is My Life,English,,,2,6,11,62
1479,2010,,Netherlands,Sieneke,Ik ben verliefd (Sha-la-lie),Dutch,,,2,9,14,29
1480,2010,,Romania,Paula Seling and  Ovi,Playing with Fire,English,,,2,10,4,104
1481,2010,,Slovenia,Ansambel Žlindra and Kalamari,Narodnozabavni rock,Slovene,,,2,11,16,6
1482,2010,,Bulgaria,Miro,Angel si ti (Ангел си ти),"Bulgarian, English",,,2,13,15,19
1483,2010,,Croatia,Feminnem,Lako je sve,Croatian,,,2,15,13,33
1088,2011,1,Finland,Paradise Oskar,Da Da Dam,English,21,57,1,10,3,103
1089,2011,2,Bosnia and Herzegovina,Dino Merlin,Love in Rewind,English,6,125,2,1,5,109
1090,2011,3,Denmark,A Friend in London,New Tomorrow,English,5,134,2,18,2,135
1091,2011,4,Lithuania,Evelina Sašenko,C'est ma vie,English,19,63,1,17,5,81
1092,2011,5,Hungary,Kati Wolf,What About My Dreams?,"English, Hungarian",22,53,1,15,7,72
1093,2011,6,Ireland,Jedward,Lipstick,English,8,119,2,19,8,68
1094,2011,7,Sweden,Eric Saade,Popular,English,3,185,2,8,1,155
1095,2011,8,Estonia,Getter Jaani,Rockefeller Street,English,24,44,2,15,9,60
1096,2011,9,Greece,Loukas Yorkas feat. Stereo Mike,Watch My Dance,"English, Greek",7,120,1,19,1,133
1097,2011,10,Russia,Alexey Vorobyov,Get You,"English, Russian",16,77,1,7,9,64
1098,2011,11,France,Amaury Vassili,Sognu,Corsican,15,82,,,,
1099,2011,12,Italy,Raphael Gualazzi,Madness of Love,"Italian, English",2,189,,,,
1100,2011,13,Switzerland,Anna Rossinelli,In Love for a While,English,25,19,1,8,10,55
1101,2011,14,United Kingdom,Blue,I Can,English,11,100,,,,
1102,2011,15,Moldova,Zdob și Zdub,So Lucky,English,12,97,2,7,10,54
1103,2011,16,Germany,Lena,Taken by a Stranger,English,10,107,,,,
1104,2011,17,Romania,Hotel FM,Change,English,17,77,2,14,4,111
1105,2011,18,Austria,Nadine Beiler,The Secret Is Love,English,18,64,2,2,7,69
1106,2011,19,Azerbaijan,Ell and Nikki,Running Scared,English,1,221,1,18,2,122
1107,2011,20,Slovenia,Maja Keuc,No One,English,13,96,2,13,3,112
1108,2011,21,Iceland,Sjonni's Friends,Coming Home,English,20,61,1,14,4,100
1109,2011,22,Spain,Lucía Pérez,Que me quiten lo bailao,Spanish,23,50,,,,
1110,2011,23,Ukraine,Mika Newton,Angel,English,4,159,2,6,6,81
1111,2011,24,Serbia,Nina,Čaroban (Чаробан),Serbian,14,85,1,6,8,67
1112,2011,25,Georgia,Eldrine,One More Day,English,9,110,1,9,6,74
1484,2011,,Poland,Magdalena Tul,Jestem,Polish,,,1,1,19,18
1485,2011,,Norway,Stella Mwangi,Haba Haba,"English, Swahili",,,1,2,17,30
1486,2011,,Albania,Aurela Gaçe,Feel the Passion,English,,,1,3,14,47
1487,2011,,Armenia,Emmy,Boom Boom,English,,,1,4,12,54
1488,2011,,Turkey,Yüksek Sadakat,Live It Up,English,,,1,5,13,47
1489,2011,,Malta,Glen Vella,One Life,English,,,1,11,11,54
1490,2011,,San Marino,Senit,Stand By,English,,,1,12,16,34
1491,2011,,Croatia,Daria,Celebrate,English,,,1,13,15,41
1492,2011,,Portugal,Homens da Luta,A luta é alegria,Portuguese,,,1,16,18,22
1493,2011,,Netherlands,3JS,Never Alone,English,,,2,3,19,13
1494,2011,,Belgium,Witloof Bay,With Love Baby,English,,,2,4,11,53
1495,2011,,Slovakia,Twiins,I'm Still Alive,English,,,2,5,13,48
1496,2011,,Cyprus,Christos Mylordos,San aggelos s'agapisa (Σαν άγγελος σ'αγάπησα),Greek,,,2,9,18,16
1497,2011,,Bulgaria,Poli Genova,Na inat (На инат),Bulgarian,,,2,10,12,48
1498,2011,,Macedonia,Vlatko Ilievski,Rusinka (Русинка),"Macedonian, English",,,2,11,16,36
1499,2011,,Israel,Dana International,Ding Dong,"Hebrew, English",,,2,12,15,38
1500,2011,,Belarus,Anastasia Vinnikova,I Love Belarus,English,,,2,16,14,45
1501,2011,,Latvia,Musiqq,Angel in Disguise,English,,,2,17,17,25
1113,2012,1,United Kingdom,Engelbert Humperdinck,Love Will Set You Free,English,25,12,,,,
1114,2012,2,Hungary,Compact Disco,Sound of Our Hearts,English,24,19,1,15,10,52
1115,2012,3,Albania,Rona Nishliu,Suus,Albanian,5,146,1,5,2,146
1116,2012,4,Lithuania,Donny Montell,Love Is Blind,English,14,70,2,18,3,104
1117,2012,5,Bosnia and Herzegovina,Maya Sar,Korake ti znam,Bosnian,18,55,2,17,6,77
1118,2012,6,Russia,Buranovskiye Babushki,Party for Everybody,"Udmurt, English",2,259,1,14,1,152
1119,2012,7,Iceland,Greta Salóme and Jónsi,Never Forget,English,20,46,1,2,8,75
1120,2012,8,Cyprus,Ivi Adamou,La La Love,English,16,65,1,12,7,91
1121,2012,9,France,Anggun,Echo (You and I),"French, English",22,21,,,,
1122,2012,10,Italy,Nina Zilli,L'amore è femmina (Out of Love),"English, Italian",9,101,,,,
1123,2012,11,Estonia,Ott Lepland,Kuula,Estonian,6,120,2,14,4,100
1124,2012,12,Norway,Tooji,Stay,English,26,7,2,16,10,45
1125,2012,13,Azerbaijan,Sabina Babayeva,When the Music Dies,English,4,150,,,,
1126,2012,14,Romania,Mandinga,Zaleilah,"Spanish, English",12,71,1,6,3,120
1127,2012,15,Denmark,Soluna Samay,Should've Known Better,English,23,21,1,13,9,63
1128,2012,16,Greece,Eleftheria Eleftheriou,Aphrodisiac,English,17,64,1,3,4,116
1129,2012,17,Sweden,Loreen,Euphoria,English,1,372,2,11,1,181
1130,2012,18,Turkey,Can Bonomo,Love Me Back,English,7,112,2,13,5,80
1131,2012,19,Spain,Pastora Soler,Quédate conmigo,Spanish,10,97,,,,
1132,2012,20,Germany,Roman Lob,Standing Still,English,8,110,,,,
1133,2012,21,Malta,Kurt Calleja,This Is the Night,English,21,41,2,4,7,70
1134,2012,22,Macedonia,Kaliopi,Crno i belo (Црно и бело),Macedonian,13,71,2,2,9,53
1135,2012,23,Ireland,Jedward,Waterline,English,19,46,1,18,6,92
1136,2012,24,Serbia,Željko Joksimović,Nije ljubav stvar (Није љубав ствар),Serbian,3,214,2,1,2,159
1137,2012,25,Ukraine,Gaitana,Be My Guest,English,15,65,2,7,8,64
1138,2012,26,Moldova,Pasha Parfeny,Lăutar,English,11,81,1,17,5,100
1502,2012,,Montenegro,Rambo Amadeus,Euro Neuro,English,,,1,1,15,20
1503,2012,,Latvia,Anmary,Beautiful Song,English,,,1,4,16,17
1504,2012,,Switzerland,Sinplus,Unbreakable,English,,,1,7,11,45
1505,2012,,Belgium,Iris,Would You?,English,,,1,8,17,16
1506,2012,,Finland,Pernilla,När jag blundar,Swedish,,,1,9,12,41
1507,2012,,Israel,Izabo,Time,"English, Hebrew",,,1,10,13,33
1508,2012,,San Marino,Valentina Monetta,The Social Network Song (Oh Oh – Uh - Oh Oh),English,,,1,11,14,31
1509,2012,,Austria,Trackshittaz,Woki mit deim Popo,German,,,1,16,18,8
1510,2012,,Netherlands,Joan Franka,You and Me,English,,,2,3,15,35
1511,2012,,Belarus,Litesound,We Are the Heroes,English,,,2,5,16,35
1512,2012,,Portugal,Filipa Sousa,Vida minha,Portuguese,,,2,6,13,39
1513,2012,,Bulgaria,Sofi Marinova,Love Unlimited,Bulgarian,,,2,8,11,45
1514,2012,,Slovenia,Eva Boto,Verjamem,Slovene,,,2,9,17,31
1515,2012,,Croatia,Nina Badrić,Nebo,Croatian,,,2,10,12,42
1516,2012,,Georgia,Anri Jokhadze,I'm a Joker,"English, Georgian",,,2,12,14,36
1517,2012,,Slovakia,Max Jason Mai,Don't Close Your Eyes,English,,,2,15,18,22
1139,2013,1,France,Amandine Bourgeois,L'enfer et moi,French,23,14,,,,
1140,2013,2,Lithuania,Andrius Pojavis,Something,English,22,17,1,10,9,53
1141,2013,3,Moldova,Aliona Moon,O mie,Romanian,11,71,1,12,4,95
1142,2013,4,Finland,Krista Siegfrids,Marry Me,English,24,13,2,5,9,64
1143,2013,5,Spain,ESDM,Contigo hasta el final,Spanish,25,8,,,,
1144,2013,6,Belgium,Roberto Bellarosa,Love Kills,English,12,71,1,15,5,75
1145,2013,7,Estonia,Birgit,Et uus saaks alguse,Estonian,20,19,1,2,10,52
1146,2013,8,Belarus,Alyona Lanskaya,Solayoh,English,16,48,1,11,7,64
1147,2013,9,Malta,Gianluca,Tomorrow,English,8,120,2,6,4,118
1148,2013,10,Russia,Dina Garipova,What If,English,5,174,1,6,2,156
1149,2013,11,Germany,Cascada,Glorious,English,21,18,,,,
1150,2013,12,Armenia,Dorians,Lonely Planet,English,18,41,2,11,7,69
1151,2013,13,Netherlands,Anouk,Birds,English,9,114,1,8,6,75
1152,2013,14,Romania,Cezar,It's My Life,English,13,65,2,17,5,83
1153,2013,15,United Kingdom,Bonnie Tyler,Believe in Me,English,19,23,,,,
1154,2013,16,Sweden,Robin Stjernberg,You,English,14,62,,,,
1155,2013,17,Hungary,ByeAlex,Kedvesem (Zoohacker Remix),Hungarian,10,84,2,12,8,66
1156,2013,18,Denmark,Emmelie de Forest,Only Teardrops,English,1,281,1,5,1,167
